PRISM Time Series Data
Location:  Lat: 40.6950   Lon: -77.9198   Elev: 443m
Climate variable: ppt
Spatial resolution: 4km
Period: 2015-06-10 - 2019-06-24
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2020-Aug-30
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm)
2018-10-28,17.57
2018-10-29,6.36
2018-10-30,0.82
2018-10-31,0.00
2018-11-01,1.00
2018-11-02,3.41
2018-11-03,2.47
2018-11-04,0.00
2018-11-05,9.01
2018-11-06,7.01
2018-11-07,3.09
2018-11-08,0.00
2018-11-09,0.00
2018-11-10,24.87
2018-11-11,0.04
2018-11-12,0.00
2018-11-13,13.11
2018-11-14,0.00
2018-11-15,0.00
2018-11-16,35.19
2018-11-17,0.00
2018-11-18,0.00
2018-11-19,0.24
2018-11-20,4.29
2018-11-21,0.00
2018-11-22,0.00
2018-11-23,0.00
2018-11-24,0.00
2018-11-25,11.54
2018-11-26,0.01
2018-11-27,12.04
2018-11-28,0.34
2018-11-29,0.00
2018-11-30,0.25
2018-12-01,0.00
2018-12-02,16.55
2018-12-03,0.45
2018-12-04,0.03
2018-12-05,0.00
2018-12-06,0.15
2018-12-07,0.43
2018-12-08,0.00
2018-12-09,0.00
2018-12-10,0.00
2018-12-11,0.00
2018-12-12,0.00
2018-12-13,0.00
2018-12-14,0.64
2018-12-15,9.80
2018-12-16,33.61
2018-12-17,1.57
2018-12-18,0.00
2018-12-19,0.00
2018-12-20,0.00
2018-12-21,19.21
2018-12-22,21.20
2018-12-23,0.00
2018-12-24,0.73
2018-12-25,0.00
2018-12-26,0.00
2018-12-27,0.00
2018-12-28,14.62
2018-12-29,0.73
2018-12-30,0.00
2018-12-31,0.00
2019-01-01,22.79
2019-01-02,0.00
2019-01-03,0.51
2019-01-04,0.00
2019-01-05,14.17
2019-01-06,2.35
2019-01-07,0.00
2019-01-08,2.01
2019-01-09,5.48
2019-01-10,0.40
2019-01-11,0.00
2019-01-12,0.00
2019-01-13,2.90
2019-01-14,0.06
2019-01-15,0.00
2019-01-16,0.00
2019-01-17,0.00
2019-01-18,1.70
2019-01-19,0.00
2019-01-20,27.45
2019-01-21,0.00
2019-01-22,0.00
2019-01-23,0.00
2019-01-24,25.69
2019-01-25,6.20
2019-01-26,0.00
2019-01-27,0.33
2019-01-28,1.72
2019-01-29,0.38
2019-01-30,1.79
2019-01-31,0.21
2019-02-01,0.02
2019-02-02,1.16
2019-02-03,0.00
2019-02-04,0.00
2019-02-05,0.00
2019-02-06,0.00
2019-02-07,10.83
2019-02-08,18.22
2019-02-09,0.00
2019-02-10,0.00
2019-02-11,1.54
2019-02-12,12.65
2019-02-13,13.28
2019-02-14,0.37
2019-02-15,0.00
2019-02-16,0.47
2019-02-17,0.00
2019-02-18,1.78
2019-02-19,0.00
2019-02-20,0.00
2019-02-21,31.55
2019-02-22,0.00
2019-02-23,0.00
2019-02-24,6.82
2019-02-25,2.00
2019-02-26,0.00
2019-02-27,0.00
2019-02-28,0.00
2019-03-01,3.46
2019-03-02,0.08
2019-03-03,0.00
2019-03-04,8.27
2019-03-05,0.00
2019-03-06,0.00
2019-03-07,0.00
2019-03-08,0.00
2019-03-09,0.00
2019-03-10,14.95
2019-03-11,0.00
2019-03-12,0.00
2019-03-13,0.00
2019-03-14,0.00
2019-03-15,0.80
2019-03-16,0.00
2019-03-17,0.01
2019-03-18,0.00
2019-03-19,0.00
2019-03-20,0.00
2019-03-21,0.00
2019-03-22,25.55
2019-03-23,0.70
2019-03-24,0.00
2019-03-25,0.15
2019-03-26,2.36
2019-03-27,0.00
2019-03-28,0.00
2019-03-29,1.11
2019-03-30,0.32
2019-03-31,1.07
2019-04-01,0.00
2019-04-02,0.00
2019-04-03,0.00
2019-04-04,0.00
2019-04-05,1.89
2019-04-06,5.00
2019-04-07,0.00
2019-04-08,4.27
2019-04-09,0.00
2019-04-10,0.00
2019-04-11,0.00
2019-04-12,0.00
2019-04-13,14.91
2019-04-14,0.00
2019-04-15,31.95
2019-04-16,0.00
2019-04-17,2.05
2019-04-18,1.38
2019-04-19,0.00
2019-04-20,27.39
2019-04-21,0.00
2019-04-22,0.00
2019-04-23,0.00
2019-04-24,3.29
2019-04-25,0.00
2019-04-26,2.53
2019-04-27,6.54
2019-04-28,2.47
2019-04-29,1.43
2019-04-30,0.15
2019-05-01,0.77
2019-05-02,0.00
2019-05-03,0.00
2019-05-04,16.08
2019-05-05,11.39
2019-05-06,13.58
2019-05-07,0.00
2019-05-08,0.00
2019-05-09,0.00
2019-05-10,0.85
2019-05-11,1.95
2019-05-12,26.19
2019-05-13,12.41
2019-05-14,7.96
2019-05-15,0.64
2019-05-16,1.30
2019-05-17,0.00
2019-05-18,0.00
2019-05-19,0.00
2019-05-20,28.65
2019-05-21,0.00
2019-05-22,0.00
2019-05-23,1.13
2019-05-24,9.13
2019-05-25,0.00
2019-05-26,2.91
2019-05-27,3.05
2019-05-28,1.33
2019-05-29,25.43
2019-05-30,15.23
2019-05-31,9.26
2019-06-01,0.00
2019-06-02,1.88
2019-06-03,3.61
2019-06-04,0.00
2019-06-05,0.00
2019-06-06,0.07
2019-06-07,0.00
2019-06-08,0.00
2019-06-09,0.00
2019-06-10,0.00
2019-06-11,12.99
2019-06-12,0.00
2019-06-13,1.33
2019-06-14,23.16
2019-06-15,0.00
2019-06-16,1.35
2019-06-17,11.66
2019-06-18,12.63
2019-06-19,2.09
2019-06-20,4.78
2019-06-21,4.14
2019-06-22,1.04
2019-06-23,0.00
2019-06-24,0.00
